"","PATENT","GYEAR","CRECEIVE","CAT","CLAIMS","CMADE","GENERAL","ORIGINAL","FWDAPLAG","BCKGTLAG","CRECbinary","CAT01","CAT02","CAT03","CAT04","CAT05","CAT06","CRECordinal","CRECmdnSplt"
"1358",5359761,1994,4,5,4,5,0,0.32,2.5,7,1,0,0,0,0,1,0,4,1
"1359",5468733,1995,6,3,25,1,0,0,3.6667,2,1,0,0,1,0,0,0,6,1
"1360",5465268,1995,1,2,12,7,0,0.6122,1,4.4286,1,0,1,0,0,0,0,1,0
"1361",5135107,1992,12,6,4,18,0.1528,0.3467,4,14.7222,1,0,0,0,0,0,1,12,1
"1362",5407038,1995,1,6,47,46,0,0.585,4,31.7174,1,0,0,0,0,0,1,1,0
"1363",4981624,1991,1,5,8,3,0,0.4444,7,11,1,0,0,0,0,1,0,1,0
"1364",5122825,1992,6,5,7,1,0.2778,0,3,4,1,0,0,0,0,1,0,6,1
"1365",5443047,1995,1,5,13,10,0,0,2,5,1,0,0,0,0,1,0,1,0
"1366",5121475,1992,11,2,9,14,0.7769,0.3673,5.2727,10.4286,1,0,1,0,0,0,0,11,1
"1367",5423262,1995,0,1,13,3,0,0.6667,10.5,20,0,1,0,0,0,0,0,0,0
"1368",5085575,1992,7,6,4,4,0.6122,0,2.8571,12.5,1,0,0,0,0,0,1,7,1
"1369",4952236,1990,4,5,5,9,0.75,0.5938,5.75,16.2222,1,0,0,0,0,1,0,4,1
"1370",5003208,1991,2,4,11,7,0,0.2778,4.5,18.5714,1,0,0,0,1,0,0,2,0
"1371",5457655,1995,3,2,10,1,0,0,2.6667,2,1,0,1,0,0,0,0,3,0
"1372",5119627,1992,5,4,15,12,0,0.1975,6,24.3333,1,0,0,0,1,0,0,5,1
"1373",5285062,1994,6,4,11,10,0.6111,0.54,3.5,4.4,1,0,0,0,1,0,0,6,1
"1374",5131948,1992,2,1,12,3,0,0.4444,4,7,1,1,0,0,0,0,0,2,0
"1375",4890640,1990,7,6,20,5,0.4898,0.375,3.5714,36.2,1,0,0,0,0,0,1,7,1
"1376",4953081,1990,42,2,9,2,0.3651,0,5.5952,3,1,0,1,0,0,0,0,15,1
"1377",5419719,1995,3,4,1,2,0.6667,0,2.6667,5.5,1,0,0,0,1,0,0,3,0
"1378",5228601,1993,0,1,7,11,0,0,10.5,23.1818,0,1,0,0,0,0,0,0,0
"1379",5019951,1991,1,4,8,19,0,0,6,25.0526,1,0,0,0,1,0,0,1,0
"1380",5235598,1993,30,2,3,8,0.4644,0.6563,3.1,3.5,1,0,1,0,0,0,0,15,1
"1381",5244148,1993,3,6,9,14,0.6667,0.6837,3.3333,6.6429,1,0,0,0,0,0,1,3,0
"1382",5316059,1994,5,5,4,9,0.32,0.56,2,33.8889,1,0,0,0,0,1,0,5,1
"1383",5009991,1991,2,1,22,2,0,0,3.5,9,1,1,0,0,0,0,0,2,0
"1384",4918087,1990,0,3,5,1,0,0,10.5,1,0,0,0,1,0,0,0,0,0
"1385",5477803,1995,0,5,8,2,0,0,10.5,52,0,0,0,0,0,1,0,0,0
"1386",5165797,1992,3,4,2,7,0.4444,0.7755,4,9.2857,1,0,0,0,1,0,0,3,0
"1387",4891050,1990,25,1,18,2,0.656,0,7.96,20.5,1,1,0,0,0,0,0,15,1
"1388",5183969,1993,10,4,4,5,0.88,0.72,3.3,5.6,1,0,0,0,1,0,0,10,1
"1389",5245489,1993,6,2,3,3,0,0,4.1667,3,1,0,1,0,0,0,0,6,1
"1390",5182036,1993,2,5,19,6,0,0,3.5,2.6667,1,0,0,0,0,1,0,2,0
"1391",5060369,1991,2,5,5,13,0,0.8047,5,11.2308,1,0,0,0,0,1,0,2,0
"1392",5032096,1991,5,6,16,9,0.32,0.6173,5.6,7,1,0,0,0,0,0,1,5,1
"1393",4965710,1990,29,4,17,5,0.7087,0.56,4.4828,3,1,0,0,0,1,0,0,15,1
"1394",5343083,1994,5,4,5,0,0.32,1,3.8,85.1429,1,0,0,0,1,0,0,5,1
"1395",5236958,1993,0,1,4,1,0,0,10.5,13,0,1,0,0,0,0,0,0,0
"1396",4953660,1990,4,6,20,9,0,0,4,10,1,0,0,0,0,0,1,4,1
"1397",4903897,1990,19,5,21,8,0.1939,0.375,6.8947,15.25,1,0,0,0,0,1,0,15,1
"1398",5185845,1993,31,2,25,1,0,0,4.3871,3,1,0,1,0,0,0,0,15,1
"1399",5063927,1991,16,3,22,16,0,0.1172,5.4375,5.0625,1,0,0,1,0,0,0,15,1
"1400",5472880,1995,1,1,16,8,0,0.75,2,9.5,1,1,0,0,0,0,0,1,0
"1401",4924035,1990,2,4,13,10,0,0,7,25.5,1,0,0,0,1,0,0,2,0
"1402",4972384,1990,4,2,14,11,0,0.314,3.25,8.0909,1,0,1,0,0,0,0,4,1
"1403",4973749,1990,2,1,17,0,0.5,1,5,85.1429,1,1,0,0,0,0,0,2,0
"1404",5030412,1991,20,4,15,11,0,0,3.75,3.0909,1,0,0,0,1,0,0,15,1
"1405",4954613,1990,4,1,6,1,0.375,0,3.75,6,1,1,0,0,0,0,0,4,1
"1406",4984990,1991,3,4,3,8,0.4444,0.5,4.6667,6.625,1,0,0,0,1,0,0,3,0
"1407",5460620,1995,6,3,23,67,0.6111,0.821,3,19.4179,1,0,0,1,0,0,0,6,1
"1408",4915490,1990,4,2,5,7,0,0.449,3,17,1,0,1,0,0,0,0,4,1
"1409",5054212,1991,3,1,11,9,0.4444,0.6173,2.6667,7.5556,1,1,0,0,0,0,0,3,0
"1410",5380872,1995,0,1,6,2,0,0,10.5,10,0,1,0,0,0,0,0,0,0
"1411",5452327,1995,2,2,6,4,0,0.625,2.5,5,1,0,1,0,0,0,0,2,0
"1412",4976697,1990,16,3,20,13,0.2188,0.142,4.1875,12.5385,1,0,0,1,0,0,0,15,1
"1413",5165569,1992,3,6,9,7,0.4444,0.5,2.6667,39.4286,1,0,0,0,0,0,1,3,0
"1414",5072683,1991,5,5,6,10,0.48,0.56,6.4,31.4,1,0,0,0,0,1,0,5,1
"1415",5090701,1992,0,6,6,8,0,0.4444,10.5,26.625,0,0,0,0,0,0,1,0,0
"1416",4958817,1990,2,6,4,8,0,0.625,3,26.375,1,0,0,0,0,0,1,2,0
"1417",4901706,1990,0,6,8,7,0,0.6667,10.5,50.4286,0,0,0,0,0,0,1,0,0
"1418",5356192,1994,4,5,13,7,0.375,0,2.25,10,1,0,0,0,0,1,0,4,1
"1419",4987266,1991,0,1,15,9,0,0.3704,10.5,10.2222,0,1,0,0,0,0,0,0,0
"1420",4945816,1990,1,5,3,12,0,0.6942,2,13.5,1,0,0,0,0,1,0,1,0
"1421",5367282,1994,7,4,14,13,0.7347,0.5917,4,15.6923,1,0,0,0,1,0,0,7,1
"1422",5427579,1995,6,5,6,3,0.6111,0,2.3333,2.3333,1,0,0,0,0,1,0,6,1
"1423",5211525,1993,2,5,11,9,0.5,0.5185,4.5,9.6667,1,0,0,0,0,1,0,2,0
"1424",5441002,1995,0,6,5,6,0,1,10.5,82.6667,0,0,0,0,0,0,1,0,0
"1425",5282425,1994,0,5,16,5,0,0.32,10.5,10.8,0,0,0,0,0,1,0,0,0
"1426",4991711,1991,2,6,6,14,0,0.4938,2.5,28.2143,1,0,0,0,0,0,1,2,0
"1427",5030222,1991,3,3,8,18,0.4444,0.3765,2.6667,4.7222,1,0,0,1,0,0,0,3,0
"1428",4986981,1991,25,3,9,2,0.1504,0,5.08,18.5,1,0,0,1,0,0,0,15,1
"1429",5449992,1995,1,4,15,10,0,0.3704,3,16.6,1,0,0,0,1,0,0,1,0
"1430",5165731,1992,1,6,6,11,0,0.2778,5,35.7273,1,0,0,0,0,0,1,1,0
"1431",5149518,1992,2,1,5,15,0.5,0.7857,7.5,16.4667,1,1,0,0,0,0,0,2,0
"1432",5203405,1993,5,6,10,10,0.32,0,4,25.1,1,0,0,0,0,0,1,5,1
"1433",5350249,1994,3,5,20,6,0.6667,0.6667,2.6667,29.1667,1,0,0,0,0,1,0,3,0
"1434",4900231,1990,13,5,11,16,0.497,0.75,7.2308,36.9375,1,0,0,0,0,1,0,13,1
"1435",5113442,1992,12,2,23,2,0.7639,0.5,5.4167,5,1,0,1,0,0,0,0,12,1
"1436",5305968,1994,3,5,46,9,0,0.32,3.6667,27.7778,1,0,0,0,0,1,0,3,0
"1437",5379096,1995,0,5,11,4,0,0.375,10.5,4.5,0,0,0,0,0,1,0,0,0
"1438",5293163,1994,64,2,15,7,0.6509,0.5714,2.2344,5.1429,1,0,1,0,0,0,0,15,1
"1439",5276182,1994,7,1,14,10,0.6122,0.7407,3.7143,14.3,1,1,0,0,0,0,0,7,1
"1440",5407330,1995,11,5,24,5,0.5455,0.32,2.4545,7.4,1,0,0,0,0,1,0,11,1
"1441",4962118,1990,0,3,9,4,0,0.375,10.5,3.25,0,0,0,1,0,0,0,0,0
"1442",5479201,1995,3,2,44,8,0.6667,0.5938,1.6667,8,1,0,1,0,0,0,0,3,0
"1443",4977656,1990,1,5,2,14,0,0.8926,8,20.5714,1,0,0,0,0,1,0,1,0
"1444",5215642,1993,4,3,3,22,0.375,0.6198,4.75,9.8182,1,0,0,1,0,0,0,4,1
"1445",5352929,1994,0,4,18,3,0,0.4444,10.5,8.3333,0,0,0,0,1,0,0,0,0
"1446",5282663,1994,5,5,13,13,0.48,0.46,3.4,15.6154,1,0,0,0,0,1,0,5,1
"1447",5142785,1992,10,6,19,17,0.64,0.6851,4.2,10.2353,1,0,0,0,0,0,1,10,1
"1448",4988049,1991,1,5,12,4,0,0.5,7,20.75,1,0,0,0,0,1,0,1,0
"1449",5185647,1993,5,4,7,12,0.64,0.625,3.2,7.9167,1,0,0,0,1,0,0,5,1
"1450",5229032,1993,1,1,6,6,0,0,3,3,1,1,0,0,0,0,0,1,0
"1451",4971812,1990,2,6,6,2,0.5,0,6.5,15,1,0,0,0,0,0,1,2,0
"1452",5451859,1995,10,4,38,13,0.46,0.4615,3,7.3077,1,0,0,0,1,0,0,10,1
"1453",4991690,1991,4,6,24,14,0,0,3,41.1429,1,0,0,0,0,0,1,4,1
"1454",5349309,1994,5,4,4,1,0.48,0,2.2,3,1,0,0,0,1,0,0,5,1
"1455",5186204,1993,1,6,4,3,0,0,5,3.6667,1,0,0,0,0,0,1,1,0
"1456",5158806,1992,0,1,4,14,0,0.4694,10.5,12.5714,0,1,0,0,0,0,0,0,0
"1457",4904650,1990,1,3,8,7,0,0.4444,6,12.7143,1,0,0,1,0,0,0,1,0
"1458",5053673,1991,65,4,8,4,0.6798,0,5.7077,5.75,1,0,0,0,1,0,0,15,1
"1459",5322466,1994,8,6,14,17,0.2188,0.8089,3.5,20.4706,1,0,0,0,0,0,1,8,1
"1460",5409655,1995,2,5,4,5,0.5,0.72,2.5,3.6,1,0,0,0,0,1,0,2,0
"1461",5354022,1994,2,6,24,9,0,0.6914,3,4.2222,1,0,0,0,0,0,1,2,0
"1462",5231984,1993,4,3,3,2,0.625,0,4.75,4,1,0,0,1,0,0,0,4,1
"1463",4944363,1990,15,6,10,22,0.6578,0.7813,3.3333,21.6818,1,0,0,0,0,0,1,15,1
"1464",4956653,1990,6,2,11,9,0.6667,0,5,5.3333,1,0,1,0,0,0,0,6,1
"1465",5055318,1991,25,1,20,15,0.752,0.6133,4.04,6.4667,1,1,0,0,0,0,0,15,1
"1466",5425712,1995,9,3,14,18,0.3704,0.4444,2.6667,6.4444,1,0,0,1,0,0,0,9,1
"1467",5471850,1995,8,6,24,15,0.625,0.7041,2.75,9.2667,1,0,0,0,0,0,1,8,1
"1468",5125251,1992,5,5,18,3,0,0,3,36.6667,1,0,0,0,0,1,0,5,1
"1469",5378607,1995,0,3,14,0,0,1,10.5,85.1429,0,0,0,1,0,0,0,0,0
"1470",5270824,1993,1,4,8,4,0,0.625,3,8.5,1,0,0,0,1,0,0,1,0
"1471",5076354,1991,9,6,2,5,0,0,3.7778,6.6,1,0,0,0,0,0,1,9,1
"1472",5373891,1994,1,5,13,3,0,0,4,5.6667,1,0,0,0,0,1,0,1,0
"1473",4907225,1990,21,2,44,1,0.7664,0,5.0952,10,1,0,1,0,0,0,0,15,1
"1474",5348290,1994,3,6,11,5,0,0,3.6667,15.2,1,0,0,0,0,0,1,3,0
"1475",5246714,1993,1,3,7,1,0,0,1,25,1,0,0,1,0,0,0,1,0
"1476",5230320,1993,12,5,7,11,0.1528,0.4628,3.3333,4,1,0,0,0,0,1,0,12,1
"1477",5317728,1994,26,2,5,18,0.5947,0.6728,5.0769,4.7222,1,0,1,0,0,0,0,15,1
"1478",5072190,1991,2,4,5,13,0.5,0.7811,5,8.4615,1,0,0,0,1,0,0,2,0
"1479",5186165,1993,13,3,36,41,0.3787,0.3638,4.4615,16.1707,1,0,0,1,0,0,0,13,1
"1480",5356870,1994,1,4,15,2,0,0.5,2,2,1,0,0,0,1,0,0,1,0
"1481",5436103,1995,0,1,16,34,0,0.4931,10.5,7.0588,0,1,0,0,0,0,0,0,0
"1482",5076512,1991,0,5,6,30,0,0.4244,10.5,18.2333,0,0,0,0,0,1,0,0,0
"1483",5430439,1995,8,2,14,15,0.5313,0.6578,2.5,7.8667,1,0,1,0,0,0,0,8,1
"1484",5039363,1991,1,5,9,5,0,0,6,25.2,1,0,0,0,0,1,0,1,0
"1485",5253496,1993,8,6,3,5,0,0,3.375,6.4,1,0,0,0,0,0,1,8,1
"1486",5351813,1994,5,6,16,10,0.72,0.74,3.4,11.4,1,0,0,0,0,0,1,5,1
"1487",5449624,1995,0,1,6,12,0,0.7917,10.5,5.75,0,1,0,0,0,0,0,0,0
"1488",5399254,1995,1,1,9,1,0,0,3,7,1,1,0,0,0,0,0,1,0
"1489",5238085,1993,12,5,18,20,0.5417,0.6406,3.3333,19.95,1,0,0,0,0,1,0,12,1
"1490",5402694,1995,1,5,17,2,0,1,3,44,1,0,0,0,0,1,0,1,0
"1491",5336867,1994,1,4,10,9,0,0.642,3,8.5556,1,0,0,0,1,0,0,1,0
"1492",5366398,1994,16,5,5,26,0.2188,0.4497,2.4375,6.2692,1,0,0,0,0,1,0,15,1
"1493",5322863,1994,1,1,14,1,0,0,2,11,1,1,0,0,0,0,0,1,0
"1494",4907440,1990,7,4,41,4,0.449,0,5.4286,12.75,1,0,0,0,1,0,0,7,1
"1495",5270112,1993,0,6,27,10,0,0.32,10.5,8,0,0,0,0,0,0,1,0,0
"1496",5428775,1995,0,2,24,10,0,0.74,10.5,4.7,0,0,1,0,0,0,0,0,0
"1497",5171220,1992,3,3,8,21,0.4444,0.1769,3.6667,10.2857,1,0,0,1,0,0,0,3,0
"1498",5157326,1992,2,4,17,4,0.5,0,3.5,4.75,1,0,0,0,1,0,0,2,0
"1499",5242643,1993,1,1,1,6,0,0,3,17.6667,1,1,0,0,0,0,0,1,0
"1500",5294572,1994,3,4,7,15,0.6667,0.8178,3.6667,5.4,1,0,0,0,1,0,0,3,0
"1501",5036274,1991,3,4,10,3,0.4444,0.4444,1.6667,9.6667,1,0,0,0,1,0,0,3,0
"1502",4900917,1990,8,4,14,7,0.5313,0.2449,3.375,6.4286,1,0,0,0,1,0,0,8,1
"1503",5381325,1995,1,4,32,5,0,0,2,24,1,0,0,0,1,0,0,1,0
"1504",4896135,1990,12,2,5,4,0.5139,0.375,4.1667,10,1,0,1,0,0,0,0,12,1
"1505",5241006,1993,12,1,23,13,0.6528,0.7337,5.3333,7,1,1,0,0,0,0,0,12,1
"1506",4970520,1990,1,2,4,2,0,0,9,11,1,0,1,0,0,0,0,1,0
"1507",5228295,1993,16,6,26,17,0.6719,0.5313,2.875,29.2353,1,0,0,0,0,0,1,15,1
"1508",4955273,1990,2,5,12,7,0,0.5,4,85.1429,1,0,0,0,0,1,0,2,0
"1509",5382109,1995,0,6,10,18,0,0.1528,10.5,28.3333,0,0,0,0,0,0,1,0,0
"1510",4957555,1990,1,1,16,26,0,0.566,2,15.7308,1,1,0,0,0,0,0,1,0
"1511",5248835,1993,0,1,15,2,0,0,10.5,28.5,0,1,0,0,0,0,0,0,0
"1512",5102201,1992,2,6,9,6,0,0,2.5,21.8333,1,0,0,0,0,0,1,2,0
"1513",5225451,1993,14,1,7,85,0.6122,0.6128,4.2143,13.0824,1,1,0,0,0,0,0,14,1
"1514",5396496,1995,21,2,11,6,0.4989,0.5,2.5238,4.5,1,0,1,0,0,0,0,15,1
"1515",4967755,1990,14,3,8,5,0.5612,0.48,4.9286,3,1,0,0,1,0,0,0,14,1
"1516",5096395,1992,0,5,13,4,0,0,10.5,33,0,0,0,0,0,1,0,0,0
"1517",5127279,1992,7,5,4,7,0,0.375,4.8571,25.1429,1,0,0,0,0,1,0,7,1
"1518",4933014,1990,3,1,6,7,0.4444,0.449,2.3333,8.5714,1,1,0,0,0,0,0,3,0
"1519",5277493,1994,0,1,10,13,0,0.8194,10.5,15.6923,0,1,0,0,0,0,0,0,0
"1520",5079717,1992,20,2,3,1,0,0,4.7,7,1,0,1,0,0,0,0,15,1
"1521",5419991,1995,11,1,15,8,0.5785,0.2188,2.6364,4.5,1,1,0,0,0,0,0,11,1
"1522",5143840,1992,3,1,3,2,0,0,2.6667,14,1,1,0,0,0,0,0,3,0
"1523",5400383,1995,3,4,5,5,0.4444,0.72,3.3333,10.8,1,0,0,0,1,0,0,3,0
"1524",5209208,1993,6,5,17,11,0.4444,0.4959,2.3333,6.2727,1,0,0,0,0,1,0,6,1
"1525",5152181,1992,5,4,11,5,0.32,0,4,8.4,1,0,0,0,1,0,0,5,1
"1526",5100316,1992,9,3,13,7,0,0,3.6667,11.5714,1,0,0,1,0,0,0,9,1
"1527",5227692,1993,7,4,11,2,0.449,0,4.2857,22.5,1,0,0,0,1,0,0,7,1
"1528",5182966,1993,11,5,16,13,0.4298,0.76,4.7273,11.9231,1,0,0,0,0,1,0,11,1
"1529",5212725,1993,5,2,12,7,0.56,0.5714,3.8,3.7143,1,0,1,0,0,0,0,5,1
"1530",5047079,1991,14,1,10,32,0.4388,0.4766,7,12.875,1,1,0,0,0,0,0,14,1
"1531",5267036,1993,6,4,12,3,0.7778,0.4444,2.6667,1.6667,1,0,0,0,1,0,0,6,1
"1532",5055568,1991,0,1,13,1,0,0,10.5,6,0,1,0,0,0,0,0,0,0
"1533",5391603,1995,4,1,18,11,0.375,0.6446,3.5,5.6364,1,1,0,0,0,0,0,4,1
"1534",4958824,1990,11,5,20,16,0.6777,0.3905,6,18.6875,1,0,0,0,0,1,0,11,1
"1535",5036536,1991,11,2,11,8,0.5124,0.5313,4.2727,7.5,1,0,1,0,0,0,0,11,1
"1536",5164618,1992,2,4,19,2,0,0,2.5,11.5,1,0,0,0,1,0,0,2,0
"1537",5119629,1992,4,4,22,2,0.375,0.5,4.75,8,1,0,0,0,1,0,0,4,1
"1538",5038772,1991,2,3,11,4,0.5,0,5,8,1,0,0,1,0,0,0,2,0
"1539",4996437,1991,2,4,17,1,0,0,3.5,5,1,0,0,0,1,0,0,2,0
"1540",5083789,1992,6,6,3,7,0.2778,0,2.1667,13.7143,1,0,0,0,0,0,1,6,1
"1541",4953398,1990,1,4,18,12,0,0.7901,5,17.5,1,0,0,0,1,0,0,1,0
"1542",5361517,1994,2,6,10,15,0,0.34,3.5,24.9333,1,0,0,0,0,0,1,2,0
"1543",5014009,1991,2,4,2,2,0.5,0.5,6,14.5,1,0,0,0,1,0,0,2,0
"1544",4934096,1990,5,6,9,6,0.48,0,4.8,12,1,0,0,0,0,0,1,5,1
"1545",5328801,1994,1,1,7,5,0,0,3,1.6,1,1,0,0,0,0,0,1,0
"1546",5319880,1994,7,5,3,4,0.5714,0,3.1429,2.25,1,0,0,0,0,1,0,7,1
"1547",5382529,1995,0,1,7,2,0,0.5,10.5,16,0,1,0,0,0,0,0,0,0
"1548",5017990,1991,10,4,19,11,0.58,0.562,5.1,12.3636,1,0,0,0,1,0,0,10,1
"1549",5063764,1991,2,6,6,17,0,0.5444,5.5,23.0588,1,0,0,0,0,0,1,2,0
"1550",5335953,1994,0,5,16,11,0,0.58,10.5,12,0,0,0,0,0,1,0,0,0
"1551",5168125,1992,3,4,5,0,0.4444,1,4,85.1429,1,0,0,0,1,0,0,3,0
"1552",5316486,1994,14,4,51,4,0.1327,0,3.5,14.5,1,0,0,0,1,0,0,14,1
"1553",4908652,1990,0,5,18,2,0,0,10.5,18.5,0,0,0,0,0,1,0,0,0
"1554",5437047,1995,4,2,5,7,0.75,0.6122,2,11,1,0,1,0,0,0,0,4,1
"1555",5178425,1993,1,5,2,6,0,0.375,2,23,1,0,0,0,0,1,0,1,0
"1556",5455632,1995,3,4,8,3,0,0,2.3333,5.3333,1,0,0,0,1,0,0,3,0
"1557",5296694,1994,1,4,19,8,0,0.6563,2,4.625,1,0,0,0,1,0,0,1,0
"1558",5130128,1992,3,3,13,11,0.4444,0.1653,6.3333,10.9091,1,0,0,1,0,0,0,3,0
"1559",5397385,1995,5,1,36,8,0.8,0.7813,2.2,12.375,1,1,0,0,0,0,0,5,1
"1560",5322731,1994,3,6,32,10,0.6667,0.7222,2.3333,18.5,1,0,0,0,0,0,1,3,0
"1561",4960262,1990,1,5,2,3,0,0.4444,7,12,1,0,0,0,0,1,0,1,0
"1562",5440528,1995,1,6,3,7,0,0.8163,1,9.2857,1,0,0,0,0,0,1,1,0
"1563",5185549,1993,4,4,9,14,0.5,0.6327,6.75,13.1429,1,0,0,0,1,0,0,4,1
"1564",5043275,1991,0,3,5,4,0,0.375,10.5,12.75,0,0,0,1,0,0,0,0,0
"1565",5259508,1993,2,6,51,16,0,0.32,2,37.5,1,0,0,0,0,0,1,2,0
"1566",5069496,1991,9,6,20,8,0.1975,0,5,12,1,0,0,0,0,0,1,9,1
"1567",5327460,1994,1,2,12,4,0,0,4,5,1,0,1,0,0,0,0,1,0
"1568",4984932,1991,5,6,4,15,0.48,0.48,5,13.6667,1,0,0,0,0,0,1,5,1
"1569",4993583,1991,1,6,24,11,0,0.8395,4,21.7273,1,0,0,0,0,0,1,1,0
"1570",5479279,1995,2,1,29,17,0.5,0.7474,2.5,5.4706,1,1,0,0,0,0,0,2,0
"1571",5320900,1994,5,1,6,11,0.64,0.7603,2.4,18.7273,1,1,0,0,0,0,0,5,1
"1572",5447638,1995,3,1,18,16,0.6667,0.8203,2.6667,10.1875,1,1,0,0,0,0,0,3,0
"1573",4983459,1991,18,6,10,4,0.6111,0.375,4.1111,9,1,0,0,0,0,0,1,15,1
"1574",5273631,1993,1,1,6,4,0,0,3,22.5,1,1,0,0,0,0,0,1,0
"1575",5038076,1991,1,4,28,8,0,0,5,21.625,1,0,0,0,1,0,0,1,0
"1576",5420915,1995,0,2,16,13,0,0.2722,10.5,10,0,0,1,0,0,0,0,0,0
"1577",4959124,1990,12,1,6,8,0.2917,0.2778,4.5,25.125,1,1,0,0,0,0,0,12,1
"1578",5175723,1992,2,2,5,5,0,0.32,3,7.4,1,0,1,0,0,0,0,2,0
"1579",4977874,1990,1,5,8,15,0,0,2,14.7333,1,0,0,0,0,1,0,1,0
"1580",5377206,1994,2,2,12,13,0.5,0.7811,3,8.3077,1,0,1,0,0,0,0,2,0
"1581",5146768,1992,2,6,2,21,0,0,4,36.0952,1,0,0,0,0,0,1,2,0
"1582",5030768,1991,2,1,11,5,0.5,0.32,3,8.2,1,1,0,0,0,0,0,2,0
"1583",5468200,1995,2,5,9,19,0.5,0.6358,4,14.2632,1,0,0,0,0,1,0,2,0
"1584",5415730,1995,1,1,8,12,0,0.6944,4,5.25,1,1,0,0,0,0,0,1,0
"1585",5010003,1991,3,3,11,2,0,0,2.6667,7.5,1,0,0,1,0,0,0,3,0
"1586",5289414,1994,2,2,7,2,0.5,0.5,1.5,9.5,1,0,1,0,0,0,0,2,0
"1587",4986839,1991,15,1,16,18,0.8356,0.8,6.1333,16.6111,1,1,0,0,0,0,0,15,1
"1588",5372988,1994,1,6,4,1,0,0,4,5,1,0,0,0,0,0,1,1,0
"1589",5146705,1992,0,5,12,4,0,0.5,10.5,42.25,0,0,0,0,0,1,0,0,0
"1590",5413629,1995,4,1,23,4,0.625,0.625,2,6.25,1,1,0,0,0,0,0,4,1
"1591",5103215,1992,3,2,24,9,0.4444,0.642,7,15.2222,1,0,1,0,0,0,0,3,0
"1592",4990544,1991,16,1,7,8,0.7656,0.8125,4.9375,10.75,1,1,0,0,0,0,0,15,1
"1593",5245286,1993,4,4,31,8,0,0,4.5,9,1,0,0,0,1,0,0,4,1
"1594",5345777,1994,0,6,24,5,0,0.625,10.5,21,0,0,0,0,0,0,1,0,0
"1595",5196799,1993,6,4,34,16,0.5,0.4463,5.1667,26,1,0,0,0,1,0,0,6,1
"1596",4950594,1990,6,3,13,2,0.2778,0.5,5.6667,4,1,0,0,1,0,0,0,6,1
"1597",4960452,1990,0,1,19,8,0,0.6667,10.5,19.5,0,1,0,0,0,0,0,0,0
"1598",5261992,1993,1,1,17,9,0,0.6173,5,13.5556,1,1,0,0,0,0,0,1,0
"1599",5304537,1994,0,4,5,1,0,0,10.5,1,0,0,0,0,1,0,0,0,0
"1600",4926388,1990,6,2,9,1,0.7222,0,4.1667,1,1,0,1,0,0,0,0,6,1
"1601",5455241,1995,2,3,14,8,0,0.6875,1,9,1,0,0,1,0,0,0,2,0
"1602",4950455,1990,6,1,19,4,0.6111,0.625,7,10.25,1,1,0,0,0,0,0,6,1
"1603",5320053,1994,1,6,6,20,0,0.449,5,57.9,1,0,0,0,0,0,1,1,0
"1604",5256472,1993,0,6,8,6,0,0.5,10.5,11.1667,0,0,0,0,0,0,1,0,0
"1605",5145275,1992,0,6,7,4,0,0.6667,10.5,25.75,0,0,0,0,0,0,1,0,0
"1606",5120801,1992,10,1,19,3,0,0.4444,6,4,1,1,0,0,0,0,0,10,1
"1607",5094926,1992,4,4,18,5,0,0,4.5,11.6,1,0,0,0,1,0,0,4,1
"1608",5010528,1991,9,2,4,3,0,0,3.6667,3,1,0,1,0,0,0,0,9,1
"1609",4896742,1990,4,5,1,3,0.375,0.4444,4.5,7,1,0,0,0,0,1,0,4,1
"1610",5015451,1991,4,1,12,4,0.625,0.5,6,32,1,1,0,0,0,0,0,4,1
"1611",5404855,1995,8,5,22,26,0.4063,0.5237,1.625,8.9231,1,0,0,0,0,1,0,8,1
"1612",5074064,1991,2,6,10,10,0.5,0.5,5,38.7,1,0,0,0,0,0,1,2,0
"1613",4920667,1990,3,6,11,6,0,0,4,35,1,0,0,0,0,0,1,3,0
"1614",5419160,1995,0,4,7,10,0,0.6667,10.5,47.9,0,0,0,0,1,0,0,0,0
"1615",4964071,1990,5,2,29,7,0.56,0.449,3.8,14.7143,1,0,1,0,0,0,0,5,1
"1616",5058896,1991,3,6,3,10,0,0,2.3333,20.5,1,0,0,0,0,0,1,3,0
"1617",5037399,1991,5,3,8,11,0.32,0.5714,3.8,27.1818,1,0,0,1,0,0,0,5,1
"1618",5262023,1993,2,1,12,2,0,0.5,4,10,1,1,0,0,0,0,0,2,0
"1619",5376561,1994,10,4,20,16,0.34,0.6953,3.2,4.75,1,0,0,0,1,0,0,10,1
"1620",5455995,1995,1,5,9,4,0,0.5,5,7,1,0,0,0,0,1,0,1,0
"1621",5166184,1992,2,1,6,6,0.5,0.7222,4,14,1,1,0,0,0,0,0,2,0
"1622",5098403,1992,7,3,12,7,0,0.2449,3.7143,3.7143,1,0,0,1,0,0,0,7,1
"1623",5044547,1991,3,6,13,11,0,0,5.6667,27.2727,1,0,0,0,0,0,1,3,0
"1624",5060002,1991,8,5,41,2,0.2188,0,5.75,2,1,0,0,0,0,1,0,8,1
"1625",5100172,1992,20,5,3,5,0.46,0,3.6,9,1,0,0,0,0,1,0,15,1
"1626",4904378,1990,2,5,5,5,0.5,0,4,45.8,1,0,0,0,0,1,0,2,0
